00:00|midnight|You take a black cat---isn't that it?---that does not have even one white hair (you know this), and you bind his four paws, and then you take him at midnight to a crossroads and you cry out in a loud voice:|The Name of the Rose|Umberto Eco|unknown
00:00|midnight|It was nearing midnight and the Prime Minister was sitting alone in his office, reading a long memo that was slipping through his brain without leaving the slightest trace of meaning behind.|Harry Potter and the Half-Blood Prince|JK Rowling|unknown
00:00|midnight|The first night, as soon as the corporal had conducted my uncle Toby up stairs, which was about 10 - Mrs. Wadman threw herself into her arm chair, and crossing her left knee with her right, which formed a resting-place for her elbow, she reclin'd her cheek upon the palm of her hand, and leaning forwards, ruminated until midnight upon both sides of the question.'|The Life and Opinions of Tristram Shandy, Gentleman|Laurence Sterne|unknown
00:00|twelve o'clock|To begin my life with the beginning of my life, I record that I was born (as I have been informed and believe) on a Friday, at twelve o'clock at night. It was remarked that the clock began to strike, and I began to cry, simultaneously.|David Copperfield|Charles Dickens|unknown
00:00|midnight|"""But wait till I tell you,"" he said. :We had a midnight lunch too after all the jollification and when we sallied forth it was blue o'clock the morning after the night before"""|Ulysses|James Joyce
00:05|0005h|E.M. Security, normally so scrupulous with their fucking trucks at 0005h., is nowhere around, lending weight to yet another cliché. If you asked Gately what he was feeling right this second he'd have no idea.|Infinite Jest|David Foster Wallace|nsfw
00:12|0 Hours, 12 Minutes|Clock time is 0 Hours, 12 Minutes, 0 Seconds. Twenty three minutes later, they have their first sight of Venus. Each lies with his Eye clapp'd to the Snout of an identical two and a half foot Gregorian reflector made by Mr. Short, with Darkening-Nozzles by Mr. Bird.|Mason & Dixon|Thomas Pynchon|unknown
00:15|quarter past twelve|"The party broke up after supper about a quarter past twelve. Seeing her visitors off, Olga Mihalovna stood at the door and said: ""You really ought to take a shawl! It's turning a little chilly. Please God, you don't catch cold!"""|The Party and Other Stories|Anton Pavlovich Chekhov|sfw
00:17|seventeen minutes after twelve|Kava ordered two glasses of coffee for himself and his beloved and some cake. When the pair left, exactly seventeen minutes after twelve, the club began to buzz with excitement.|Vanvild Kava|Isaac Bashevis Singer|unknown
00:20|twelve twenty|“But by the time he reached the top of the hill the woman’s body had basically been eaten up already by the flies, right?” my friend said. “In a sense,” his girlfriend replied. “In a sense being eaten by the flies makes it a sad story, doesn’t it?” my friend said. “Yes, I guess so,” she said after giving it some thought. “What do you think?” she asked me. “Sounds like a sad story to me,” I replied. It was twelve twenty when my cousin came back.|Blind Willow, Sleeping Woman|Haruki Murakami|unknown
00:20|twelve-twenty|Now she was kneading the little ball of hot paste on the convex margin of the bowl and I could smell the opium. There is no smell like it. Beside the bed the alarm-clock showed twelve-twenty, but already my tension was over. Pyle had diminished.|The Quiet American|Graham Greene|nsfw
00:25|five-and-twenty minutes past midnight|Charlotte remembered that she had heard Gregoire go downstairs again, almost immediately after entering his bedroom, and before the servants had even bolted the house-doors for the night. He had certainly rushed off to join Therese in some coppice, whence they must have hurried away to Vieux-Bourg station which the last train to Paris quitted at five-and-twenty minutes past midnight. And it was indeed this which had taken place.|Fruitfulness|Emile Zola|unknown
00:30|Half-past twelve o’clock|Half-past twelve o’clock came; Turkey began to glow in the face, overturn his inkstand, and become generally obstreperous; Nippers abated down into quietude and courtesy; Ginger Nut munched his noon apple; and Bartleby remained standing at his window in one of his profoundest dead-wall reveries.|Bartleby, the Scrivener|Herman Melville|unknown
00:43|twelve-forty-three|Died five minutes ago, you say? he asked. His eye went to the watch on his wrist. Twelve-forty-three, he wrote on the blotter.|A Pocket Full of Rye|Agatha Christie|unknown
00:45|third quarter after midnight|At the thought he jumped to his feet and took down from its hook the coat in which he had left Miss Viner's letter. The clock marked the third quarter after midnight, and he knew it would make no difference if he went down to the post-box now or early the next morning; but he wanted to clear his conscience, and having found the letter he went to the door.|The Reef|Edith Wharton|unknown
00:50|12.50|The packing was done at 12.50; and Harris sat on the big hamper, and said he hoped nothing would be found broken. George said that if anything was broken it was broken, which reflection seemed to comfort him. He also said he was ready for bed.|Three Men in a Boat|Jerome K Jerome|unknown
00:54|six minutes to one|Everybody was happy; everybody was complimentary; the ice was soon broken; songs, anecdotes, and more drinks followed, and the pregnant minutes flew. At six minutes to one, when the jollity was at its highest— BOOM! There was silence instantly.|A Double Barrelled Detective Story|Mark Twain|unknown
00:58|almost at one in the morning|It was downright shameless on his part to come visiting them, especially at night, almost at one in the morning, after all that had happened.|The Idiot|Fyodor Dostoyevsky|unknown
00:59|nearly one o’clock|It was nearly one o’clock when Sherlock Holmes returned from his excursion. He held in his hand a sheet of blue paper, scrawled over with notes and figures.|The Adventures of Sherlock Holmes|Sir Arthur Conan Doyle|unknown
01:00|one o’clock in the morning|If you want to get out of a house without being seen, the middle of the afternoon is in some ways a better time to try than the middle of the night. Doors and windows are more likely to be open; and if you are caught, you can always pretend you weren’t meaning to go far and had no particular plans. (It is very hard to make either giants or grown-ups believe this if you’re found climbing out of a bedroom window at one o’clock in the morning.)|The Silver Chair|C.S. Lewis|unknown
01:00|one o’clock|It was one o’clock when we left No. 3, Lauriston Gardens. Sherlock Holmes led me to the nearest telegraph office, whence he dispatched a long telegram. He then hailed a cab, and ordered the driver to take us to the address given us by Lestrade|A Study in Scarlet|Sir Arthur Conan Doyle|unknown
01:00|one o’clock|It was nearly one o’clock when Sherlock Holmes returned from his excursion. He held in his hand a sheet of blue paper, scrawled over with notes and figures.|The Adventures of Sherlock Holmes|Sir Arthur Conan Doyle|unknown
01:00|one o’clock|“Can’t do it, Findle; I’m with somebody else! Call me up to-morrow about one o’clock!”|This Side of Paradise|F. Scott Fitzgerald|unknown
01:00|one o’clock|"“About one o’clock they moved to Maxim’s, and two found them in Deviniere’s. Sloane had been drinking consecutively and was in a state of unsteady exhilaration, but Amory was quite tiresomely sober; they had run across none of those ancient, corrupt buyers of champagne who usually assisted their New York parties. """|This Side of Paradise|F. Scott Fitzgerald|unknown
01:00|struck one|The more he thought about it the more puzzled he was… He didn’t understand this revolver business… Somebody in the house had got that revolver… Downstairs a clock struck one.|And Then There Were None|Agatha Christie|unknown
01:00|one|Last night of all, When yon same star that's westward from the pole Had made his course t'illume that part of heaven Where now it burns, Marcellus and myself, The bell then beating one.|Hamlet|William Shakespeare|unknown
01:00|one |Last night of all, When yon same star that's westward from the pole Had made his course t'illume that part of heaven Where now it burns, Marcellus and myself, The bell then beating one -|Hamlet|William Shakespeare|unknown
01:10|ten minutes past one|It was at ten minutes past one by Bond’s watch when, at the high table, the whole pattern of play suddenly altered.|Casino Royale|Ian Fleming|unknown
01:11|nearer to one than half past|Declares one of the waiters was the worse for liquor, and that he was giving him a dressing down. Also that it was nearer to one than half past.|The Affair at the Victory Ball|Agatha Christie|unknown
01:14|one-fourteen|"Sal is here, this is my old buddy from New Yor-r-k, this is his first night in Denver and it's absolutely necessary for me to take him out and fix him up with a girl. ""But what time will you be back?""  ""It is now,"" (looking at his watch) ""exactly one-fourteen."""|On the Road|Jack Kerouac|sfw
01:16|1.16 am|From 1 am to 1.16 am vouched for by other two conductors.|Murder on the Orient Express|Agatha Christie|unknown
01:16|1.16am|From 1am to 1.16am vouched for by other two conductors.|Murder on the Orient Express|Agatha Christie|unknown
01:17|seventeen minutes past one|At that moment (it was seventeen minutes past one in the morning) Lieutenant Bronsfield was preparing to leave the watch and return to his cabin, when his attention was attracted by a distant hissing noise.|A Voyage Round the Moon|Jules Verne|unknown
01:20|one twenty|I woke up and glanced at my watch on the table next to my bed. It was one twenty. My heart was beating furiously. I slid off the bed down onto the carpet, sat cross-legged, and took some deep breaths. Then I held my breath, relaxed my shoulders, sat up straight, and tried to focus. I must have swum too much, I decided, or got too much sun.|Blind Willow, Sleeping Woman|Haruki Murakami|unknown
01:30|one-thirty|The following day, at one-thirty, I call on Van Norden. It’s his day off, or rather his night off. He has left work with Carl that I am to help him move today.  I find him in a state of unusual depression. He hasn’t slept a wink all night, he tells me. There’s something on his mind, something that’s eating him up.|Tropic of Cancer|Henry Miller|unknown
01:32|one thirty-two|I sat down on the couch again and looked at my watch It was one thirty-two. I shut my eyes and focused on a spot in my head. My mind a total blank, I gave myself up to the sands of time and let the flow take me wherever it wanted.|Blind Willow, Sleeping Woman|Haruki Murakami|unknown
01:32|one-thirty-two|She grinned at him with malicious playfulness, showing great square teeth, and then ran for the stairs. One-thirty-two. She thought that she heard a whistle blown and took the last three steps in one stride.|Stamboul Train|Graham Greene|unknown
01:45|fifteen minutes to two|"When it was ten or fifteen minutes to two the deacon would come in; he was a lanky young man of twenty-two, with long hair, with no beard and hardly a perceptible mustache. Going into the drawing room, he crossed himself before the ikon, smiled, and held out his hand to Von Koren.   ""Good morning,"" the zoologist said coldly. ""Where have you been?"" "|The Duel|Anton Pavlovich Chekhov|sfw
01:57|one fifty-seven|Then I opened my eyes and looked at my watch. It was one fifty-seven. Twenty-five minutes had vanished somewhere. Not bad, I told myself. A pointless way of whittling away time. Not bad at all.|Blind Willow, Sleeping Woman|Haruki Murakami|unknown
02:00|two in the morning|“My dear Mr. Sherlock Holmes: “There has been a bad business during the night at 3, Lauriston Gardens, off the Brixton Road. Our man on the beat saw a light there about two in the morning, and as the house was an empty one, suspected that something was amiss.”|A Study in Scarlet|Sir Arthur Conan Doyle|unknown
02:00|Two o’clock|When I came home to West Egg that night I was afraid for a moment that my house was on fire. Two o’clock and the whole corner of the peninsula was blazing with light, which fell unreal on the shrubbery and made thin elongating glints upon the roadside wires.|The Great Gatsby|F. Scott Fitzgerald|unknown
02:00|two o’clock|At two o’clock back at the Weatherbys’ Sally asked her if she and Amory had had a “time” in the den. Isabelle turned to her quietly. In her eyes was the light of the idealist, the inviolate dreamer of Joan-like dreams.|This Side of Paradise|F. Scott Fitzgerald|unknown
02:00|two o'clock|As two o'clock pealed from the cathedral bell, Jean Valjean awoke.|Les Misérables|Victor Hugo|sfw
02:00|two|Lady Macbeth: Out, damned spot; out, I say. One, two,—why, then ’tis time to do’t. Hell is murky. Fie, my lord, fie, a soldier and afeard? What need we fear who knows it when none can call our power to account? Yet who would have thought the old man to have had so much blood in him?|Macbeth|William Shakespeare|nsfw
02:00|It struck two.|Somewhere behind a screen a clock began wheezing, as though oppressed by something, as though someone were strangling it. After an unnaturally prolonged wheezing there followed a shrill, nasty, and as it were unexpectedly rapid, chime - as though someone were suddenly jumping forward. It struck two. I woke up, though I had indeed not been asleep but lying half-conscious.|Notes from the Underground|Fyodor Dostoyevsky|unknown
02:00|two o'clock|When all had grown quiet and Fyodor Pavlovich went to bed at around two o'clock, Ivan Fyodorovich also went to bed with the firm resolve of falling quickly asleep, as he felt horribly exhausted.|The Brothers Karamazov|Fyodor Dostoyevsky|unknown
02:00|two o’clock|“At two o’clock back at the Weatherbys’ Sally asked her if she and Amory had had a “time” in the den. Isabelle turned to her quietly. In her eyes was the light of the idealist, the inviolate dreamer of Joan-like dreams.”|This Side of Paradise|F. Scott Fitzgerald|unknown
02:00|two|Lady Macbeth: Out, damned spot! out, I say!—One: two: why, then, 'tis time to do't.—Hell is murky!—Fie, my lord, fie! a soldier, and afeard? What need we fear who knows it, when none can call our power to account?—Yet who would have thought the old man to have had so much blood in him.|Macbeth|Shakespeare|unknown
02:00|two o'clock|When all had grown quiet and Fyodor Pavlovich went to bed at around two o'clock, Ivan Fyodorovich also went to bed with the firm resolve of falling quickly asleep, as he felt horribly exhausted.'|The Brothers Karamazov|Fyodor Dostoyevsky|unknown
02:02|almost 2:04|"""Wake up."" ""Having the worst dream."" ""I should certainly say you were."" ""It was awful. It just went on and on."" ""I shook you and shook you and."" ""Time is it."" ""It's nearly - almost 2:04.”"|Oblivion|David Foster Wallace|unknown
02:03|almost 2:04|"Wake up. ""Having the worst dream."" ""I should certainly say you were."" ""It was awful. It just went on and on."" ""I shook you and shook you and."" ""Time is it."" ""It's nearly - almost 2:04."""|Oblivion|David Foster Wallace|unknown
02:04|2:04|"Wake up. ""Having the worst dream.""<br />""I should certainly say you were.""<br />""It was awful. It just went on and on.""<br />""I shook you and shook you and.""<br />""Time is it.""<br />""It's nearly - almost 2:04."""|Oblivion|David Foster Wallace|unknown
02:04|2:04|"""Wake up."" ""Having the worst dream."" ""I should certainly say you were."" ""It was awful. It just went on and on."" ""I shook you and shook you and."" ""Time is it."" ""It's nearly - almost 2:04.”"|Oblivion|David Foster Wallace|unknown
02:05|five minutes past two|"Then he began ringing the bell. In about ten minutes his valet appeared, half dressed, and looking very drowsy. ""I am sorry to have had to wake you up, Francis,"" he said, stepping in; ""but I had forgotten my latch-key. What time is it?"" ""Five minutes past two, sir,"" answered the man, looking at the clock and yawning. ""Five minutes past two? How horribly late! You must wake me at nine to-morrow. I have some work to do."""|The Picture of Dorian Gray|Oscar Wilde|unknown
02:05|five minutes past two|Then he began ringing the bell. In about ten minutes his valet appeared, half dressed, and looking very drowsy. ‘I am sorry to have had to wake you up, Francis,’ he said, stepping in; ‘but I had forgotten my latch-key. What time is it?’ ‘Five minutes past two, sir,’ answered the man, looking at the clock and yawning. ‘Five minutes past two? How horribly late! You must wake me at nine to-morrow. I have some work to do.’|The Picture of Dorian Gray|Oscar Wilde|unknown
02:10|ten minutes past two|"“Ten minutes past two, sir,"" answered the man, looking at the clock and blinking. ""Ten minutes past two? How horribly late!"""|The Picture of Dorian Gray|Oscar Wilde|unknown
02:10|ten minutes past two|"“Ten minutes past two, sir,"" answered the man, looking at the clock and blinking. ""Ten minutes past two? How horribly late! ..”"|The Picture of Dorian Gray|Oscar Wilde|unknown
02:12|2.12 am|Then the lights went out all over the city. It happened at 2.12 am according to power-house records, but Blake's diary gives no indication of the time. The entry is merely, 'Lights out - God help me.'|The Haunter of the Dark|H.P. Lovecraft|unknown
02:12|2.12am|Then the lights went out all over the city. It happened at 2.12am according to power-house records, but Blake's diary gives no indication of the time. The entry is merely, 'Lights out - God help me.'|The Haunter of the Dark|HP Lovecraft|unknown
02:15|2:15|It was the middle of the night when the phone rang. He opened his eyes to find the clock reading 2:15. At first he was too groggy to grasp why a bell might be ringing nearby, but he shook his head and, almost unconsciously, picked up the receiver and held it to his ear.|Blind Willow, Sleeping Woman|Haruki Murakami|unknown
02:15|2.15 am|At 2.15 am a policeman observed the place in darkness, but with the stranger's motor still at the curb.|The Shadow Out of Time|H.P. Lovecraft|unknown
02:15|2.15am|At 2.15am a policeman observed the place in darkness, but with the stranger's motor still at the curb.|The Shadow Out of Time|H.P. Lovecraft|unknown
02:21|two-twenty-one|It was the urge to look up at the sky. But of course there was no sun nor moon nor stars overhead. Darkness hung heavy over me. Each breath I took, each wet footstep, everything wanted to slide like mud to the ground. I lifted my left hand and pressed on the light of my digital wristwatch. Two-twenty-one. It was midnight when we headed underground, so only a little over two hours had passed. We continued walking down, down the narrow trench, mouths clamped tight.|Hard-Boiled Wonderland and the End of the World|Haruki Murakami|unknown
02:27|twenty-seven minutes past two|The hands of all the four thousand electric clocks in all the Bloomsbury Centre's four thousand rooms marked twenty-seven minutes past two.|Brave New World|Aldous Leonard Huxley|unknown
02:30|half past two|At about half past two she had been woken by the creak of footsteps out on the stairs. At first she had been frightened.|The Little Stranger|Sarah Waters|unknown
02:30|0230|Inc, I tried to pull her off about 0230, and there was this fucking… sound.|Infinite Jest|David Foster Wallace|nsfw
02:30|230|Inc, I tried to pull her off about 0230, and there was this fucking… sound.|Infinite Jest|David Foster Wallace
02:35|2.35|For what happened at 2.35 we have the testimony of the priest, a young, intelligent, and well-educated person; of Patrolman William J. Monohan of the Central Station, an officer of the highest reliability who had paused at that part of his beat to inspect the crowd.|The Haunter of the Dark|H.P. Lovecraft|unknown
02:35|2.35|For what happened at 2.35 we have the testimony of the priest, a young, intelligent, and well-educated person; of Patrolman William J. Monohan of the Central Station, an officer of the highest reliability who had paused at that part of his beat to inspect the crowd.|The Haunter of the Dark|HP Lovecraft|unknown
02:36|2:36|“Drive safe,” says Ned. He texted me to send the van. That was at 2:36, I know because I looked at the clock, the art deco one right over there, see? Keeps perfect time. Then, I dunno, he just vanished.|Stone Mattress|Margaret Atwood|unknown
02:43|2:43|"She settled back beside him. ""It's 2:43:12 am, Case. Got a readout chipped into my optic nerve."""|Neuromancer|William Gibson|unknown
02:43|2:43|She settled back beside him. 'It's 2:43:12am, Case. Got a readout chipped into my optic nerve.'|Neuromancer|William Gibson|unknown
02:45|0245h|0245h., Ennet House, the hours that are truly wee.|Infinite Jest|David Foster Wallace|unknown
03:00|three in the morning|The scent and smoke and sweat of a casino are nauseating at three in the morning.|Casino Royale|Ian Fleming|unknown
03:00|3 a.m.|Who was that woman? She’d suspect, then be wrong. The shadowy presence laughed at her softly from the sleepless darkness of 3 a.m., then slid away. She couldn’t pin anything down.|Stone Mattress|Margaret Atwood|unknown
03:00|three a.m.|Tony was hardened off early. This is what she calls it by now, ruefully, in her cellar, at three a.m., with the shambles of Otto the Red’s clove army strewn on the sand-table behind her and West sleeping the sleep of the unjust upstairs, and Zenia raging unchecked, somewhere out there in the city.|The Robber Bride|Margaret Atwood|unknown
03:00|three|Hour after hour passed away, and the wearied Catherine had heard three proclaimed by all the clocks in the house before the tempest subsided or she unknowingly fell fast asleep.|Northanger Abbey|Jane Austen|unknown
03:00|three o’clock|About three o’clock the four couples, frightened at their happiness, were sliding down the Russian mountains, a singular edifice which then occupied the heights of Beaujon, and whose undulating line was visible above the trees of the Champs Élysées.|Les Misérables|Victor Hugo|unknown
03:00|three o’clock|A few moments later, about three o’clock, Courfeyrec chanced to be passing along the Rue Mouffetard in company with Bossuet. The snow had redoubled in violence, and filled the air.|Les Misérables|Victor Hugo|unknown
03:00|three in the morning|I looked around the room again. As always, the room was clean and orderly.  “People think of all kinds of things at three in the morning. We all do. That’s why we each have to figure out our own way of fighting it off.” “You’re probably right,” I said.|Blind Willow, Sleeping Woman|Haruki Murakami|unknown
03:00|three a.m.|“Even animals think things over at three a.m.,” he said, as if remembering something. “Have you ever gone to the zoo at three a.m.?” “No,” I answered vaguely. “No, of course not.”|Blind Willow, Sleeping Woman|Haruki Murakami|unknown
03:00|three|All the doors were locked, everything in its proper place. Nothing out of the ordinary. I went back to the janitor’s room, set my alarm for three, and fell fast asleep.|Blind Willow, Sleeping Woman|Haruki Murakami|unknown
03:00|three|When the alarm went off at three, though, I woke up feeling weird. I can’t explain it, but I just felt different. I didn’t feel like getting up—it was like something was suppressing my will to get out of bed. I’m the type who usually leaps right out of bed, so I couldn’t understand it.|Blind Willow, Sleeping Woman|Haruki Murakami|unknown
03:00|3 a.m.|The preliminaries over, having made peepee and blown his nose vigorously, he walks nonchalantly over to his wench and gives her a big, smacking kiss together with an affectionate pat on the rump. Her, the wench, I’ve never seen look anything but immaculate—even at 3 a.m., after an evening’s work. She looks exactly as if she had just stepped out of a Turkish bath.|Tropic of Cancer|Henry Miller|nsfw
03:00|three o’clock in the morning|And now it is three o’clock in the morning and we have a couple of trollops here who are doing somersaults on the bare floor. Fillmore is walking around naked with a goblet in his hand, and that paunch of his is drumtight, hard as a fistula.|Tropic of Cancer|Henry Miller|nsfw
03:00|three|When the clock struck three, Elizabeth felt that she must go, and very unwillingly said so.|Pride and Prejudice|Jane Austen|unknown
03:00|three o’clock|A gambling fever swept through the sophomore class and they bent over the bones till three o’clock many a sultry night.|This Side of Paradise|F. Scott Fitzgerald|unknown
03:00|three o'clock|She died this morning, very early, about three o'clock.|The Voyage Out|Virginia Woolf|unknown
03:00|Three in the morn.|Three a.m. That’s our reward. Three in the morn. The soul’s midnight. The tide goes out, the soul ebbs. And a train arrives at an hour of despair. Why?|Something Wicked This Way Comes|Ray Bradbury|unknown
03:00|At three am|At three am I was walking the floor and listening to Katchaturian working in a tractor factory. He called it a violin concerto. I called it a loose fan belt and the hell with it.|The Long Goodbye|Raymond Chandler|nsfw
03:00|three o’clock in the morning|But at three o’clock in the morning, a forgotten package has the same tragic importance as a death sentence, and the cure doesn’t work -- and in a real dark night of the soul it is always three o’clock in the morning, day after day.|The Crack-Up|F. Scott Fitzgerald|unknown
